test_kappa,train_kappa,test_acc,train_acc,test_losses,train_losses
0.06616636563451161,0.9960604813889832,0.6373568808352479,0.05511392780921387,0.4283471725475313,0.5783911848801713
0.4071936015655924,0.864613703321065,0.5131726151987434,0.8061362182353807,0.6125478564469355,0.12999891264625196
0.9053734738671096,0.3592699098435578,0.2331536090895251,0.8783855071072462,0.9976275968259803,0.4014269171360838
0.11216935558762164,0.8041478603995112,0.3872111455867875,0.9253625199632276,0.8423268894771719,0.35392492457942504
0.13648092307647386,0.9163600943393578,0.7430074545093848,0.6629436130488079,0.14537226690825025,0.9921744603812538
0.16730209016722286,0.7712242898110038,0.21283578888263133,0.20549702731230945,0.4469443005911801,0.5403802177148865
0.17928286027395246,0.7514245141614486,0.5314891145221452,0.2834114819637709,0.9792825474581264,0.4353409210513446
0.8664238540456849,0.27349006618890603,0.0988293479391642,0.3501691247793369,0.15570455058885535,0.7844516034697057
0.9931557307619804,0.9015370359772322,0.9815439877952038,0.32029185874671673,0.5346591533289236,0.14609788862738482
0.17676612173779427,0.8354009661357906,0.4516993274477561,0.8939744642604088,0.11020116180136363,0.36475583680620205
0.9790096936802397,0.7069389450248236,0.8218913328357155,0.062449189760785506,0.1950921007964036,0.3917417763775468
0.22353417253581143,0.9712208317547228,0.9274569347622629,0.8318428098354795,0.924237067596853,0.018499044517692576
0.42711401634560864,0.8540815477006489,0.637605471837001,0.9817243103206225,0.6531972249427903,0.8561475937473065
0.4029188565456949,0.96117647622789,0.6980139878008776,0.7053530791564437,0.3880140887059391,0.020168907949389858
0.5521101155611686,0.028594810390653702,0.7902878386951879,0.1979401335196821,0.22605133311627978,0.7113389389357724
0.5404207362531844,0.9998036496369824,0.4063125128518241,0.5025577240310994,0.24324695214396574,0.6961251044141682
0.02563831382169368,0.6807443498168373,0.5858106994883123,0.2762334544974402,0.14980786440215843,0.6595618764135344
0.3045223458946448,0.6179667815959189,0.2836407577939368,0.7702284377220282,0.663194608194409,0.6384230822580212
0.023279340100211265,0.8191956089599579,0.11122002138016562,0.6458946200096731,0.3075753236306804,0.2043910776634742
